folder,filename,status,file_timestamp,label_timestamp,label_interval_start,label_total_count,label_CT_count,label_FB_count,label_PBS_count,label_activity,label_act_type,matched_label,reason
Raw_Recordings_Day2_pt1,20211121_010252_192.wav,matched,2021-11-21 01:02:52,2021-11-21 01:01:09,2021-11-21 01:01:09,1.0,0.0,0.0,1.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt1,20211121_010753_192.wav,matched,2021-11-21 01:07:53,2021-11-21 01:06:09,2021-11-21 01:06:09,5.0,2.0,0.0,3.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt1,20211121_011253_192.wav,matched,2021-11-21 01:12:53,2021-11-21 01:11:09,2021-11-21 01:11:09,6.0,4.0,0.0,2.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_011754_192.wav,matched,2021-11-21 01:17:54,2021-11-21 01:16:09,2021-11-21 01:16:09,6.0,0.0,0.0,6.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_012254_192.wav,matched,2021-11-21 01:22:54,2021-11-21 01:21:09,2021-11-21 01:21:09,20.0,11.0,0.0,9.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_012755_192.wav,matched,2021-11-21 01:27:55,2021-11-21 01:26:09,2021-11-21 01:26:09,4.0,3.0,0.0,1.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_013255_192.wav,matched,2021-11-21 01:32:55,2021-11-21 01:31:09,2021-11-21 01:31:09,10.0,7.0,0.0,3.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_013756_192.wav,matched,2021-11-21 01:37:56,2021-11-21 01:36:09,2021-11-21 01:36:09,13.0,7.0,0.0,6.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_014256_192.wav,matched,2021-11-21 01:42:56,2021-11-21 01:41:09,2021-11-21 01:41:09,25.0,15.0,0.0,10.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_014757_192.wav,matched,2021-11-21 01:47:57,2021-11-21 01:46:09,2021-11-21 01:46:09,50.0,3.0,2.0,45.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_015258_192.wav,matched,2021-11-21 01:52:58,2021-11-21 01:51:09,2021-11-21 01:51:09,28.0,16.0,0.0,12.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_015758_192.wav,matched,2021-11-21 01:57:58,2021-11-21 01:56:09,2021-11-21 01:56:09,26.0,9.0,0.0,17.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_020259_192.wav,matched,2021-11-21 02:02:59,2021-11-21 02:01:09,2021-11-21 02:01:09,16.0,3.0,2.0,11.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_020759_192.wav,matched,2021-11-21 02:07:59,2021-11-21 02:06:09,2021-11-21 02:06:09,55.0,16.0,0.0,39.0,NIGHT,FREE,,
Raw_Recordings_Day2_pt2,20211121_021300_192.wav,unknown,2021-11-21 02:13:00,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt2,20211121_021800_192.wav,unknown,2021-11-21 02:18:00,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt2,20211121_022301_192.wav,unknown,2021-11-21 02:23:01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt2,20211121_022802_192.wav,unknown,2021-11-21 02:28:02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_023302_192.wav,unknown,2021-11-21 02:33:02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_023803_192.wav,unknown,2021-11-21 02:38:03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_024303_192.wav,unknown,2021-11-21 02:43:03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_024804_192.wav,unknown,2021-11-21 02:48:04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_025304_192.wav,unknown,2021-11-21 02:53:04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_025805_192.wav,unknown,2021-11-21 02:58:05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_030305_192.wav,unknown,2021-11-21 03:03:05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_030806_192.wav,unknown,2021-11-21 03:08:06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_031307_192.wav,unknown,2021-11-21 03:13:07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_031807_192.wav,unknown,2021-11-21 03:18:07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_032308_192.wav,unknown,2021-11-21 03:23:08,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_032808_192.wav,unknown,2021-11-21 03:28:08,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_033309_192.wav,unknown,2021-11-21 03:33:09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_033809_192.wav,unknown,2021-11-21 03:38:09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt3,20211121_034310_192.wav,unknown,2021-11-21 03:43:10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_034811_192.wav,unknown,2021-11-21 03:48:11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_035311_192.wav,unknown,2021-11-21 03:53:11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_035812_192.wav,unknown,2021-11-21 03:58:12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_040312_192.wav,unknown,2021-11-21 04:03:12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_040813_192.wav,unknown,2021-11-21 04:08:13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_041313_192.wav,unknown,2021-11-21 04:13:13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_041814_192.wav,unknown,2021-11-21 04:18:14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_042315_192.wav,unknown,2021-11-21 04:23:15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_042815_192.wav,unknown,2021-11-21 04:28:15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_043316_192.wav,unknown,2021-11-21 04:33:16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_043816_192.wav,unknown,2021-11-21 04:38:16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_044317_192.wav,unknown,2021-11-21 04:43:17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_044817_192.wav,unknown,2021-11-21 04:48:17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_045318_192.wav,unknown,2021-11-21 04:53:18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt4,20211121_045819_192.wav,unknown,2021-11-21 04:58:19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_050319_192.wav,unknown,2021-11-21 05:03:19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_050820_192.wav,unknown,2021-11-21 05:08:20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_051320_192.wav,unknown,2021-11-21 05:13:20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_051821_192.wav,unknown,2021-11-21 05:18:21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_052321_192.wav,unknown,2021-11-21 05:23:21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_052822_192.wav,unknown,2021-11-21 05:28:22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_053323_192.wav,unknown,2021-11-21 05:33:23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_053823_192.wav,unknown,2021-11-21 05:38:23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_054324_192.wav,unknown,2021-11-21 05:43:24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_054824_192.wav,unknown,2021-11-21 05:48:24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_055325_192.wav,unknown,2021-11-21 05:53:25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_055825_192.wav,unknown,2021-11-21 05:58:25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_060326_192.wav,unknown,2021-11-21 06:03:26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_060827_192.wav,unknown,2021-11-21 06:08:27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt5,20211121_061327_192.wav,unknown,2021-11-21 06:13:27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_061828_192.wav,unknown,2021-11-21 06:18:28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_062328_192.wav,unknown,2021-11-21 06:23:28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_062829_192.wav,unknown,2021-11-21 06:28:29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_063329_192.wav,unknown,2021-11-21 06:33:29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_063830_192.wav,unknown,2021-11-21 06:38:30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_064331_192.wav,unknown,2021-11-21 06:43:31,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_064831_192.wav,unknown,2021-11-21 06:48:31,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_065332_192.wav,unknown,2021-11-21 06:53:32,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_065832_192.wav,unknown,2021-11-21 06:58:32,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_070333_192.wav,unknown,2021-11-21 07:03:33,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_070834_192.wav,unknown,2021-11-21 07:08:34,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_071334_192.wav,unknown,2021-11-21 07:13:34,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_071835_192.wav,unknown,2021-11-21 07:18:35,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_072335_192.wav,unknown,2021-11-21 07:23:35,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt6,20211121_072836_192.wav,unknown,2021-11-21 07:28:36,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_073336_192.wav,unknown,2021-11-21 07:33:36,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_073837_192.wav,unknown,2021-11-21 07:38:37,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_074338_192.wav,unknown,2021-11-21 07:43:38,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_074838_192.wav,unknown,2021-11-21 07:48:38,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_075339_192.wav,unknown,2021-11-21 07:53:39,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_075839_192.wav,unknown,2021-11-21 07:58:39,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_080340_192.wav,unknown,2021-11-21 08:03:40,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_080841_192.wav,unknown,2021-11-21 08:08:41,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_081341_192.wav,unknown,2021-11-21 08:13:41,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_081842_192.wav,unknown,2021-11-21 08:18:42,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_082342_192.wav,unknown,2021-11-21 08:23:42,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_082843_192.wav,unknown,2021-11-21 08:28:43,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_083343_192.wav,unknown,2021-11-21 08:33:43,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_083844_192.wav,unknown,2021-11-21 08:38:44,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt7,20211121_084345_192.wav,unknown,2021-11-21 08:43:45,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_084845_192.wav,unknown,2021-11-21 08:48:45,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_085346_192.wav,unknown,2021-11-21 08:53:46,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_085846_192.wav,unknown,2021-11-21 08:58:46,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_090347_192.wav,unknown,2021-11-21 09:03:47,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_090848_192.wav,unknown,2021-11-21 09:08:48,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_091348_192.wav,unknown,2021-11-21 09:13:48,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_091849_192.wav,unknown,2021-11-21 09:18:49,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_092349_192.wav,unknown,2021-11-21 09:23:49,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_092850_192.wav,unknown,2021-11-21 09:28:50,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_093102_192.wav,matched,2021-11-21 09:31:02,2021-11-21 09:31:09,2021-11-21 09:31:09,28.0,4.0,14.0,10.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_093603_192.wav,matched,2021-11-21 09:36:03,2021-11-21 09:36:09,2021-11-21 09:36:09,24.0,12.0,0.0,12.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_094104_192.wav,matched,2021-11-21 09:41:04,2021-11-21 09:41:09,2021-11-21 09:41:09,49.0,15.0,4.0,30.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_094604_192.wav,matched,2021-11-21 09:46:04,2021-11-21 09:46:09,2021-11-21 09:46:09,48.0,16.0,2.0,30.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_095105_192.wav,matched,2021-11-21 09:51:05,2021-11-21 09:51:09,2021-11-21 09:51:09,53.0,24.0,0.0,29.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_095606_192.wav,matched,2021-11-21 09:56:06,2021-11-21 09:56:09,2021-11-21 09:56:09,54.0,32.0,0.0,22.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_100106_192.wav,matched,2021-11-21 10:01:06,2021-11-21 10:01:09,2021-11-21 10:01:09,41.0,22.0,0.0,19.0,ORD,TRAIN,,
Raw_Recordings_Day2_pt8,20211121_100607_192.wav,unknown,2021-11-21 10:06:07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_Recordings_Day2_pt8,20211121_101608_192.wav,unknown,2021-11-21 10:16:08,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No matching timestamp in Excel
Raw_recordings_Day1_pt1,20211120_102109_192.wav,matched,2021-11-20 10:21:09,2021-11-20 10:21:09,2021-11-20 10:21:09,57.0,17.0,7.0,33.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_102609_192.wav,matched,2021-11-20 10:26:09,2021-11-20 10:26:09,2021-11-20 10:26:09,52.0,14.0,8.0,30.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_103110_192.wav,matched,2021-11-20 10:31:10,2021-11-20 10:31:09,2021-11-20 10:31:09,53.0,14.0,3.0,36.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_103610_192.wav,matched,2021-11-20 10:36:10,2021-11-20 10:36:09,2021-11-20 10:36:09,38.0,11.0,5.0,22.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_104111_192.wav,matched,2021-11-20 10:41:11,2021-11-20 10:41:09,2021-11-20 10:41:09,13.0,7.0,3.0,3.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_104611_192.wav,matched,2021-11-20 10:46:11,2021-11-20 10:46:09,2021-11-20 10:46:09,21.0,9.0,3.0,9.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_105112_192.wav,matched,2021-11-20 10:51:12,2021-11-20 10:51:09,2021-11-20 10:51:09,40.0,27.0,1.0,12.0,ORD,TRAIN,,
Raw_recordings_Day1_pt1,20211120_105613_192.wav,matched,2021-11-20 10:56:13,2021-11-20 10:56:09,2021-11-20 10:56:09,41.0,19.0,0.0,22.0,ORD,TRAIN,,
