original_audio,folder,start_time,end_time,duration,vocalization_type,label_activity,status
20211120_102109_192.wav,Raw_recordings_Day1_pt1,191.490667,192.258667,0.768,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,192.616,193.530667,0.914667,FB,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,193.701333,194.085333,0.384,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,203.722667,204.608,0.885333,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,203.808,204.522667,0.714667,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,205.802667,206.858667,1.056,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,208.413333,209.229333,0.816,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,209.597333,211.554667,1.957334,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,212.648,214.754667,2.106667,NOISE,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,214.277333,215.338667,1.061334,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,218.845333,220.176,1.330667,NOISE,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,221.376,221.936,0.56,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,224.48,224.88,0.4,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,224.88,225.784,0.904,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,226.002667,227.514667,1.512,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,246.544,246.832,0.288,W+NOISE,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,248.557333,249.418667,0.861334,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,249.418667,249.890667,0.472,FB,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,250.685333,252.074667,1.389334,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,252.128,252.685333,0.557333,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,267.253333,269.317333,2.064,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,269.637333,270.08,0.442667,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,270.666667,272.058667,1.392,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,271.509333,271.989333,0.48,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,274.778667,275.84,1.061333,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,276.304,277.424,1.12,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,277.424,278.816,1.392,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,281.069333,282.645333,1.576,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,281.344,281.546667,0.202667,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,282.829333,284.232,1.402667,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,284.026667,284.128,0.101333,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,289.698667,290.605333,0.906666,BPS,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,293.778667,294.442667,0.664,W,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,293.866667,294.456,0.589333,ECT,ORD,matched
20211120_102109_192.wav,Raw_recordings_Day1_pt1,295.456,297.221333,1.765333,ECT,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,48.421333,49.082667,0.661334,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,86.968,88.405333,1.437333,ECT,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,111.674667,113.205333,1.530666,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,135.104,136.322667,1.218667,NOISE,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,143.733333,145.605333,1.872,NOISE,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,169.261333,169.869333,0.608,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,178.602667,178.928,0.325333,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,181.912,182.664,0.752,FB,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,184.248,184.592,0.344,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,187.648,188.074667,0.426667,FB,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,188.445333,188.730667,0.285334,FB,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,191.368,191.856,0.488,FB,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,194.549333,194.954667,0.405334,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,202.938667,203.405333,0.466666,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,206.592,206.954667,0.362667,FB,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,207.197333,207.362667,0.165334,FB,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,208.469333,208.584,0.114667,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,215.389333,215.968,0.578667,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,277.074667,277.437333,0.362666,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,277.749333,278.056,0.306667,W,ORD,matched
20211120_102609_192.wav,Raw_recordings_Day1_pt1,279.968,280.306667,0.338667,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,99.952,100.234667,0.282667,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,100.994667,101.565333,0.570666,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,107.749333,108.325333,0.576,NOISE,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,140.496,141.525333,1.029333,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,168.976,169.866667,0.890667,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,188.938667,189.122667,0.184,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,209.090667,209.712,0.621333,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,219.282667,219.432,0.149333,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,239.370667,239.664,0.293333,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,241.696,241.922667,0.226667,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,242.130667,242.258667,0.128,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,246.602667,246.981333,0.378666,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,248.621333,249.04,0.418667,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,296.426667,297.032,0.605333,W,ORD,matched
20211120_103110_192.wav,Raw_recordings_Day1_pt1,299.725333,300.109333,0.384,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,0,0.098904,0.098904,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,43.427954,44.114098,0.686144,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,89.136872,89.449037,0.312165,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,118.96249,119.682632,0.720142,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,137.64909,137.825262,0.176172,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,139.565347,140.195857,0.63051,BPS,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,140.909818,141.25289,0.343072,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,152.994602,153.226407,0.231805,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,161.500312,162.223544,0.723232,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,166.111692,169.984386,3.872694,NOISE,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,171.699746,172.416797,0.717051,FB,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,173.223479,173.680909,0.45743,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,177.278527,177.735956,0.457429,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,178.239746,178.558092,0.318346,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,183.500182,184.109057,0.608875,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,233.897749,235.300944,1.403195,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,237.241927,237.686993,0.445066,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,238.234054,238.873837,0.639783,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,241.769858,242.004754,0.234896,W,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,278.923614,279.186327,0.262713,FB,ORD,matched
20211120_103610_192.wav,Raw_recordings_Day1_pt1,283.878067,286.310477,2.43241,ECT,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,6.397827,7.54449,1.146663,BPS,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,44.781697,45.12786,0.346163,FB,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,49.219996,53.234864,4.014868,NOISE,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,53.411036,53.744836,0.3338,FB,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,53.837558,53.985914,0.148356,FB,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,73.231937,74.836029,1.604092,ECT,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,75.179101,75.995056,0.815955,BPS,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,78.959073,79.388686,0.429613,FB,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,91.816542,93.052837,1.236295,W,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,95.176174,95.992128,0.815954,W,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,106.729351,107.770929,1.041578,ECT,ORD,matched
20211120_104111_192.wav,Raw_recordings_Day1_pt1,149.838959,151.538864,1.699905,NOISE,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,0.611966,2.067703,1.455737,W,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,11.914793,14.124671,2.209878,NOISE,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,125.295411,125.511763,0.216352,W,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,132.320658,132.722454,0.401796,W,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,202.962556,205.027169,2.064613,ECT,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,209.586007,211.394089,1.808082,BPS,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,211.375544,211.573351,0.197807,FB,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,211.947331,213.437066,1.489735,BPS,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,213.418522,213.693597,0.275075,FB,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,217.890819,219.281651,1.390832,NOISE,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,233.659762,234.676615,1.016853,ECT,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,283.133199,285.936498,2.803299,NOISE,ORD,matched
20211120_104611_192.wav,Raw_recordings_Day1_pt1,293.734429,297.916197,4.181768,ECT,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,35.262129,35.905871,0.643742,W,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,80.279205,81.393029,1.113824,ECT,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,91.288702,96.366784,5.078082,MW,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,99.908865,100.139415,0.23055,W,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,102.370058,102.774269,0.404211,W,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,184.523602,185.903906,1.380304,ECT,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,189.532819,193.533006,4.000187,ECT,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,200.587228,203.081357,2.494129,ECT,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,237.289544,239.777684,2.48814,ECT,ORD,matched
20211120_105112_192.wav,Raw_recordings_Day1_pt1,244.466526,246.637287,2.170761,ECT,ORD,matched
20211120_105613_192.wav,Raw_recordings_Day1_pt1,68.527834,69.832125,1.304291,ECT,ORD,matched
20211120_105613_192.wav,Raw_recordings_Day1_pt1,127.644372,129.087746,1.443374,ECT,ORD,matched
20211120_105613_192.wav,Raw_recordings_Day1_pt1,139.627162,141.382701,1.755539,BPS,ORD,matched
20211120_105613_192.wav,Raw_recordings_Day1_pt1,172.030455,174.323782,2.293327,W,ORD,matched
20211120_105613_192.wav,Raw_recordings_Day1_pt1,172.150993,172.450795,0.299802,W,ORD,matched
20211120_105613_192.wav,Raw_recordings_Day1_pt1,173.751995,174.057978,0.305983,W,ORD,matched
20211120_110113_192.wav,Raw_recordings_Day1_pt1,10.296889,11.084351,0.787462,BPS,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,12.779041,15.207298,2.428257,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,46.457263,46.777637,0.320374,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,49.589146,50.038269,0.449123,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,54.310924,54.622316,0.311392,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,58.269193,63.032889,4.763696,MW,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,58.287158,58.568608,0.28145,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,59.200374,59.508772,0.308398,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,60.13455,60.484865,0.350315,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,61.679532,61.949006,0.269474,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,61.703485,63.568842,1.865357,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,62.670596,62.973006,0.30241,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,65.236585,68.96131,3.724725,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,74.254971,74.569357,0.314386,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,74.928655,75.186152,0.257497,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,79.342035,79.635462,0.293427,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,79.389942,80.342082,0.95214,MW,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,80.03069,80.342082,0.311392,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,85.623766,85.908211,0.284445,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,89.177825,89.498199,0.320374,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,91.636023,93.438503,1.80248,MW,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,91.680936,91.935439,0.254503,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,92.420491,92.839673,0.419182,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,93.184,93.426526,0.242526,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,121.206269,121.912889,0.70662,FB,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,138.772959,138.952608,0.179649,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,147.617684,150.680702,3.063018,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,150.713637,151.71069,0.997053,FB,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,160.199111,161.160234,0.961123,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,163.618433,164.064561,0.446128,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,163.857965,165.914947,2.056982,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,166.325146,167.415018,1.089872,ECT,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,167.471906,167.998877,0.526971,FB,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,168.36117,168.690526,0.329356,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,175.322573,176.466339,1.143766,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,187.703392,189.308257,1.604865,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,202.578339,204.108351,1.530012,BPS,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,216.108912,217.312561,1.203649,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,221.522339,223.016421,1.494082,MW,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,221.540304,221.740912,0.200608,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,222.746947,223.004444,0.257497,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,225.741099,226.019556,0.278457,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,233.600749,234.202573,0.601824,BPS,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,245.855813,247.307977,1.452164,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,247.960702,248.430784,0.470082,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,261.197848,261.425404,0.227556,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,283.423439,286.12117,2.697731,NOISE,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,286.618199,288.396725,1.778526,NOISE,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,290.277053,290.477661,0.200608,W,unknown,unknown
20211120_110113_192.wav,Raw_recordings_Day1_pt1,293.882012,295.885099,2.003087,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,2.59622,2.871295,0.275075,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,4.877184,5.164623,0.287439,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,5.974396,7.665029,1.690633,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,13.509614,14.507922,0.998308,MW,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,13.528158,13.86814,0.339982,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,14.167941,14.507922,0.339981,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,20.602857,21.919511,1.316654,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,22.79419,23.04454,0.25035,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,24.024303,25.786024,1.761721,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,26.27436,28.172073,1.897713,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,28.406969,28.610958,0.203989,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,29.91834,31.59661,1.67827,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,40.096139,40.361942,0.265803,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,46.13544,49.040733,2.905293,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,52.901065,54.087908,1.186843,BPS,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,57.960602,60.071576,2.110974,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,67.288448,67.510981,0.222533,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,68.178581,68.484564,0.305983,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,72.153269,72.477797,0.324528,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,97.370597,99.620654,2.250057,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,100.180078,101.348377,1.168299,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,100.418065,100.699322,0.281257,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,103.589161,106.645901,3.05674,MW,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,103.589161,103.916779,0.327618,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,104.278396,104.568925,0.290529,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,104.618377,105.316884,0.698507,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,106.250286,106.553179,0.302893,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,109.24212,110.877121,1.635001,BPS,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,134.552171,137.679997,3.127826,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,143.608032,145.283211,1.675179,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,163.648374,165.107202,1.458828,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,165.107202,165.34828,0.241078,FB,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,169.542411,169.78967,0.247259,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,169.972023,171.505029,1.533006,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,172.042818,173.096759,1.053941,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,187.827214,189.020239,1.193025,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,203.744513,207.110326,3.365813,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,218.882946,220.610668,1.727722,BPS,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,235.084592,238.190784,3.106192,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,238.487494,240.848818,2.361324,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,246.993204,250.383743,3.390539,NOISE,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,253.332307,255.718357,2.38605,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,280.252632,282.388331,2.135699,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,285.290534,286.965714,1.67518,ECT,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,294.890365,295.109807,0.219442,W,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,296.618087,298.287085,1.668998,BPS,unknown,unknown
20211120_110614_192.wav,Raw_recordings_Day1_pt1,298.401443,298.617794,0.216351,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,0.448157,2.197514,1.749357,BPS,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,2.182061,2.413866,0.231805,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,6.611088,9.105313,2.494225,ECT,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,10.678498,10.928848,0.25035,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,12.721476,15.530956,2.80948,MW,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,12.804926,13.092364,0.287438,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,14.328659,14.572828,0.244169,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,15.187885,15.453688,0.265803,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,29.263104,30.33559,1.072486,ECT,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,94.588933,94.830011,0.241078,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,97.515862,98.480172,0.96431,ECT,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,120.622216,121.595799,0.973583,ECT,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,141.769043,143.159875,1.390832,W,unknown,unknown
20211120_111114_192.wav,Raw_recordings_Day1_pt1,143.218599,144.393079,1.17448,ECT,unknown,unknown
